"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","311,","24,'","Daisy Parsley',","20200102,","20924.9,",48);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","312,","25,'","Kacey Brewton',","20200102,","20924.9,",32);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","409,","26,'","Daisy Parsley',","20200102,","33692.1,",16);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","410,","28,'","Ramiro Yandell',","20200102,","33692.1,",0);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","411,","29,'","Daisy Parsley',","20200102,","33692.1,",5);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","412,","31,'","Daisy Parsley',","20200102,","33692.1,",39);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","503,","33,'","Brant Logsdon',","20200102,","90856.4,",23);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","504,","34,'","Daisy Parsley',","20200102,","90856.4,",7);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","505,","36,'","Daisy Parsley',","20200102,","90856.4,",12);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","506,","37,'","Carin Muldoon',","20200102,","90856.4,",46);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","507,","38,'","Misty Mcneese',","20200102,","90856.4,",30);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","508,","39,'","Daisy Parsley',","20200102,","90856.4,",14);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","509,","41,'","Daisy Parsley',","20200102,","90856.4,",19);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","510,","42,'","Daisy Parsley',","20200102,","90856.4,",3);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","511,","43,'","Belle Guynn',","20200102,","90856.4,",37);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","512,","44,'","Daisy Parsley',","20200102,","90856.4,",21);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","605,","46,'","Lorina Willaims',","20200102,","60918.9,",5);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","606,","47,'","Daisy Parsley',","20200102,","60918.9,",39);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","607,","49,'","Daisy Parsley',","20200102,","60918.9,",44);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","608,","51,'","Hang Benefiel',","20200102,","60918.9,",28);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","609,","52,'","Daisy Parsley',","20200102,","60918.9,",12);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","610,","54,'","Daisy Parsley',","20200102,","60918.9,",17);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","611,","55,'","Daisy Parsley',","20200102,","60918.9,",1);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","612,","56,'","Felix Dubrey',","20200102,","60918.9,",35);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","705,","57,'","Daisy Parsley',","20200102,","65262.3,",19);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","706,","59,'","Garfield Laverty',","20200102,","65262.3,",3);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","707,","60,'","Daisy Parsley',","20200102,","65262.3,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","9,","1,'","Malcolm Maugeri',","20200103,","22861.6,",31);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","10,","2,'","Justine Doubleday',","20200103,","22861.6,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","11,","3,'","Daisy Parsley',","20200103,","22861.6,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","12,","5,'","Daisy Parsley',","20200103,","22861.6,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","105,","6,'","Brooks Owsley',","20200103,","70841.2,",46);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","106,","7,'","Edythe Defrancisco',","20200103,","70841.2,",30);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","107,","8,'","Daisy Parsley',","20200103,","70841.2,",14);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","108,","10,'","Dina Perdomo',","20200103,","70841.2,",48);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","109,","11,'","Daisy Parsley',","20200103,","70841.2,",11);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","110,","13,'","Daisy Parsley',","20200103,","70841.2,",45);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","111,","15,'","Mable Songer',","20200103,","70841.2,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","112,","16,'","Daisy Parsley',","20200103,","70841.2,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","211,","18,'","Daisy Parsley',","20200103,","18857,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","212,","19,'","Rebecca Haveman',","20200103,","18857,",10);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","309,","20,'","Dayna Freed',","20200103,","20924.9,",44);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","310,","21,'","Daisy Parsley',","20200103,","20924.9,",28);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","311,","23,'","Daisy Parsley',","20200103,","20924.9,",41);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","312,","24,'","Daisy Parsley',","20200103,","20924.9,",25);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","409,","25,'","Milly Teston',","20200103,","33692.1,",9);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","410,","26,'","Daisy Parsley',","20200103,","33692.1,",43);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","411,","28,'","Hulda Tharrington',","20200103,","33692.1,",27);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","412,","29,'","Daisy Parsley',","20200103,","33692.1,",11);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","503,","31,'","Daisy Parsley',","20200103,","90856.4,",45);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","504,","33,'","Mercy Feth',","20200103,","90856.4,",29);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","505,","34,'","Daisy Parsley',","20200103,","90856.4,",13);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","506,","36,'","Daisy Parsley',","20200103,","90856.4,",47);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","507,","37,'","Thaddeus Attebery',","20200103,","90856.4,",31);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","508,","38,'","Ramiro Yandell',","20200103,","90856.4,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","509,","39,'","Daisy Parsley',","20200103,","90856.4,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","510,","41,'","Daisy Parsley',","20200103,","90856.4,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","511,","42,'","Daisy Parsley',","20200103,","90856.4,",17);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","512,","44,'","Daisy Parsley',","20200103,","90856.4,",1);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","605,","46,'","Israel Nunemaker',","20200103,","60918.9,",35);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","606,","47,'","Daisy Parsley',","20200103,","60918.9,",19);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","607,","49,'","Daisy Parsley',","20200103,","60918.9,",3);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","608,","50,'","Darcy Oyola',","20200103,","60918.9,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","609,","51,'","Temeka Scola',","20200103,","60918.9,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","610,","52,'","Daisy Parsley',","20200103,","60918.9,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","611,","54,'","Daisy Parsley',","20200103,","60918.9,",10);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","612,","55,'","Daisy Parsley',","20200103,","60918.9,",44);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","705,","56,'","Lorina Willaims',","20200103,","65262.3,",28);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","706,","57,'","Daisy Parsley',","20200103,","65262.3,",12);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","707,","59,'","Hoyt Silvers',","20200103,","65262.3,",17);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","708,","60,'","Daisy Parsley',","20200103,","65262.3,",1);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","9,","1,'","Justine Doubleday',","20200104,","22861.6,",6);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","10,","2,'","Vilma Alire',","20200104,","22861.6,",40);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","11,","4,'","Sheilah Cimmino',","20200104,","22861.6,",24);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","12,","6,'","Edythe Defrancisco',","20200104,","22861.6,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","105,","7,'","Miss Mounce',","20200104,","70841.2,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","106,","9,'","Dina Perdomo',","20200104,","70841.2,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","107,","10,'","Daisy Parsley',","20200104,","70841.2,",10);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","108,","11,'","Daisy Parsley',","20200104,","70841.2,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","109,","12,'","Tien Giel',","20200104,","70841.2,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","111,","14,'","Mable Songer',","20200104,","70841.2,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","112,","15,'","Mittie Mingo',","20200104,","70841.2,",17);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","211,","16,'","Daisy Parsley',","20200104,","18857,",1);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","212,","17,'","Brynn Shouse',","20200104,","18857,",35);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","309,","19,'","Dayna Freed',","20200104,","20924.9,",19);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","310,","20,'","Charlotte Mickle',","20200104,","20924.9,",24);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","311,","22,'","Ayesha Mcgee',","20200104,","20924.9,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","312,","24,'","Daisy Parsley',","20200104,","20924.9,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","409,","25,'","Shalon Medlin',","20200104,","33692.1,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","410,","27,'","Hulda Tharrington',","20200104,","33692.1,",31);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","411,","28,'","Lanell Hibner',","20200104,","33692.1,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","412,","29,'","Daisy Parsley',","20200104,","33692.1,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","503,","30,'","Trinidad Yokoyama',","20200104,","90856.4,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","504,","32,'","Mercy Feth',","20200104,","90856.4,",17);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","505,","33,'","Lenard Letcher',","20200104,","90856.4,",22);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","506,","35,'","Brock Trevino',","20200104,","90856.4,",6);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","507,","37,'","Ramiro Yandell',","20200104,","90856.4,",40);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","508,","38,'","Inga Ratliff',","20200104,","90856.4,",24);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","509,","40,'","Yuko Etter',","20200104,","90856.4,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","510,","41,'","Daisy Parsley',","20200104,","90856.4,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","511,","42,'","Daisy Parsley',","20200104,","90856.4,",47);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","512,","43,'","Darcy Oyola',","20200104,","90856.4,",31);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","605,","45,'","Israel Nunemaker',","20200104,","60918.9,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","606,","46,'","Yuette Stainbrook',","20200104,","60918.9,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","607,","47,'","Daisy Parsley',","20200104,","60918.9,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","608,","48,'","Raymond Gahagan',","20200104,","60918.9,",38);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","609,","50,'","Temeka Scola',","20200104,","60918.9,",22);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","610,","51,'","Ismael Ripple',","20200104,","60918.9,",6);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","611,","53,'","Kip Sagucio',","20200104,","60918.9,",40);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sunbury',","612,","55,'","Daisy Parsley',","20200104,","60918.9,",24);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","705,","56,'","Bernardine Canales',","20200104,","65262.3,",8);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","706,","58,'","Hoyt Silvers',","20200104,","65262.3,",42);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","707,","59,'","Tifany Ashley',","20200104,","65262.3,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Werribee',","708,","60,'","Daisy Parsley',","20200104,","65262.3,",10);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","9,","1,'","Brooks Owsley',","20200105,","22861.6,",47);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","10,","2,'","Edythe Defrancisco',","20200105,","22861.6,",31);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","11,","3,'","Daisy Parsley',","20200105,","22861.6,",15);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Alamein',","12,","5,'","Daisy Parsley',","20200105,","22861.6,",49);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","105,","6,'","Gabriela Marotta',","20200105,","70841.2,",33);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","106,","7,'","Evelina Provost',","20200105,","70841.2,",38);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","107,","8,'","Daisy Parsley',","20200105,","70841.2,",22);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","108,","10,'","Mable Songer',","20200105,","70841.2,",6);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","109,","11,'","Daisy Parsley',","20200105,","70841.2,",11);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","110,","13,'","Daisy Parsley',","20200105,","70841.2,",45);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","111,","15,'","Dayna Freed',","20200105,","70841.2,",29);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Craigieburn',","112,","16,'","Daisy Parsley',","20200105,","70841.2,",34);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","211,","18,'","Daisy Parsley',","20200105,","18857,",18);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Mernda',","212,","19,'","Clara Kitchin',","20200105,","18857,",2);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","309,","20,'","Milly Teston',","20200105,","20924.9,",7);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","310,","21,'","Daisy Parsley',","20200105,","20924.9,",41);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","311,","23,'","Daisy Parsley',","20200105,","20924.9,",25);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Glen Waverley',","312,","24,'","Daisy Parsley',","20200105,","20924.9,",30);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","409,","25,'","Hyo Krier',","20200105,","33692.1,",14);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","410,","26,'","Daisy Parsley',","20200105,","33692.1,",48);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","411,","28,'","Mercy Feth',","20200105,","33692.1,",3);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Lilydale',","412,","29,'","Daisy Parsley',","20200105,","33692.1,",37);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","503,","31,'","Daisy Parsley',","20200105,","90856.4,",21);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","504,","33,'","Ramiro Yandell',","20200105,","90856.4,",26);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","505,","34,'","Daisy Parsley',","20200105,","90856.4,",10);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","506,","36,'","Daisy Parsley',","20200105,","90856.4,",44);
"insert into journey(line,service_no,vehicle_id,driver_name,date,distance,delay) values ('","Sandringham',","507,","37,'","Osvaldo Halladay',","20200105,","90856.4,",49);
